"cjis_code","statue_code","code_type","literal","toc","summary_code","hierarchy"
41008,"172 K",PC,"SELL LIQUOR IN PROHIBITED PLACE (REP",M,44,83100
41009,"172 L",PC,"SELL LIQUOR NEAR CLAREMONT COLLEG",M,44,83200
03004,"173",PC,"IMPORT FOREIGN CONVICTS",M,60,143400
56007,"181",PC,"INFRINGEMENT OF PERSONAL LIBERTY",F,25,21200
46005,"182",PC,"CRIMINAL CONSPIRACY",F,25,77300
46034,"182 (A)",PC,"CONSPIRACY",F,25,77300
46038,"182 (A)(1)",PC,"CONSPIRACY:COMMIT CRIME",M,60,92600
46028,"182 (A)(1)",PC,"CONSPIRACY:COMMIT CRIME",F,25,77300
46029,"182 (A)(2)",PC,"CONSPIRACY:FALSE/ETC INDICTMENT O",F,25,77300
46030,"182 (A)(3)",PC,"CONSPIRACY:FALSELY MAINTAIN/ETC SU",F,25,77300
26596,"182 (A)(4)",PC,"CONSPIRE TO DEFRAUD PERSON OF PRO",M,32,92600
46031,"182 (A)(4)",PC,"CONSPIRACY:DEFRAUD/ETC PERSON",F,9,49600
46032,"182 (A)(5)",PC,"CONSPIRACY:OBSTRUCT JUSTICE/ETC",F,25,77300
46033,"182 (A)(6)",PC,"CONSPIRACY:CRIME AGAINST EXECUTIV",F,25,3900
46006,"182.1",PC,"CONSPIRACY:COMMIT CRIME (AMENDE",F,25,77300
46007,"182.2",PC,"CONSPIRACY:FALSE INDICTMENT OF AN",F,25,77300
46008,"182.3",PC,"CONSPIRACY:FALSELY MAINTAIN SUIT (A",F,25,77300
46009,"182.4",PC,"CONSPIRACY:DEFRAUD PERSON (AMEN",F,9,49600
46035,"182.5",PC,"CONSPIRACY TO COMMIT FELONY:GANG",F,25,77300
46010,"182.5",PC,"CONSPIRACY:OBSTRUCT JUSTICE (AMEN",F,25,77300
46011,"182.6",PC,"CONSPIRACY:CRIME AGAINST EXECUTIV",F,25,3900
48018,"185",PC,"WEAR MASK FOR UNLAWFUL PURPOSE",M,60,143500
47001,"186.10",PC,"MONEY LAUNDERING",F,25,72700
47002,"186.10 (A)",PC,"MONEY LAUNDERING",F,25,72700
47003,"186.10 (A)(2)",PC,"MONEY LAUNDERING DERIVED FROM C",F,25,72700
66074,"186.22",PC,"PARTICIPATE IN CRIMINAL STREET GANG",F,25,77820
66107,"186.22 (A)",PC,"PARTICIPATE IN CRIMINAL STREET GANG",M,60,96600
66062,"186.22 (A)",PC,"PARTICIPATE IN CRIMINAL STREET GANG",F,25,77820
66149,"186.22 (B)(1)",PC,"PROMOTE/ASSIST FELONY CRIMINAL ST",F,25,21400
66131,"186.22 (D)",PC,"CRIMINAL STREET GANG:WITH PUBLIC O",F,25,78090
66130,"186.22 (D)",PC,"CRIMINAL STREET GANG:WITH PUBLIC O",M,60,81610
66128,"186.26 (A)",PC,"USE VIOLENCE TO COERCE ANOTHER IN",F,6,23900
66081,"186.26 (A)",PC,"ADULT USE VIOL TO COERCE/ETC MINO",F,6,78090
66126,"186.26 (C)",PC,"USE PHYSICAL VIOLENCE COERCE/ETC:P",F,6,9400
66121,"186.26 (C)",PC,"MINOR COERCE/ETC MNR:CRIM ST GAN",M,30,103500
66106,"186.28 (A)",PC,"SUPPLY/SELL/GIVE FIREARM:CRIMINAL",F,19,62020
66105,"186.28 (A)",PC,"SUPPLY/SELL/GIVE FIREARM:CRIMINAL",M,50,92500
66129,"186.33 (A)",PC,"VIOLATE REGISTRATION REQUIREMENT",M,60,103500
09004,"187",PC,"MURDER",F,1,1300
09033,"187",PC,"MURDER:SECOND DEGREE",F,1,2300
09197,"187",PC,"MURDR:DURING/ATTEMPT RAPE",F,1,1300
09032,"187",PC,"MURDER:FIRST DEGREE",F,1,1200
09005,"187 (A)",PC,"MURDER",F,1,1300
09176,"187 (A)",PC,"MURDER:FIRST DEGREE:SHOOT FROM V",F,1,1220
09154,"187 (A)",PC,"MURDER:FIRST DEGREE",F,1,1200
09155,"187 (A)",PC,"MURDER:SECOND DEGREE",F,1,2300
09174,"187 (A)",PC,"MURDER:SECOND DEGREE ON PEACE O",F,1,2200
09051,"187/190.2",PC,"MURDER FIRST:SPECIAL CIRCUMSTANCE",F,1,1200
09008,"189",PC,"MURDER:SECOND DEGREE",F,1,2300
09007,"189",PC,"MURDER:FIRST DEGREE",F,1,1200
09006,"189",PC,"MURDER",F,1,1300
09009,"190",PC,"MURDER (PUNISHMENT) (AMENDED)",F,1,1300
09156,"191.5",PC,"GROSS VEHICULAR MANSLAUGHTER WH",F,3,4200
09157,"191.5 (A)",PC,"GROSS VEHICULAR MANSLAUGHTER WH",F,3,4200
09199,"191.5 (B)",PC,"VEHICULAR MANSLAUGHTER W/INTOXI",M,29,89300
09198,"191.5 (B)",PC,"VEHICULAR MANSLAUGHTER W/INTOXI",F,3,23250
09180,"191.5 (B)",PC,"GROSS VEHICLE MANSLAUGHTER WITH",F,3,4200
09186,"191.5 (D)",PC,"GROSS VEH MANSLAUGHTER WHILE INT",F,3,2350
09010,"192",PC,"MANSLAUGHTER",F,2,15200
09146,"192 (A)",PC,"VOLUNTARY MANSLAUGHTER",F,2,4700
09147,"192 (B)",PC,"INVOLUNTARY MANSLAUGHTER",F,2,15200
09148,"192 (C)",PC,"MANSLAUGHTER/VEHICLE",F,3,11100
09149,"192 (C)",PC,"MANSLAUGHTER/VEHICLE",M,29,89300
09200,"192 (C)(1)",PC,"VEHICULAR MANSLAUGHTER WITH GRO",M,29,89300
09150,"192 (C)(1)",PC,"VEHICLE MANSLAUGHTER W/GROSS NE",F,3,11100
09151,"192 (C)(2)",PC,"VEHICLE MANSLAUGHTER W/O GROSS N",M,29,89300
09201,"192 (C)(3)",PC,"VEHICULAR MANSLAUGHTER:CAUSE AC",F,3,4200
09152,"192 (C)(3)",PC,"DUI:VEH MANSLAUGHTER W/GROSS NE",F,3,4300
09158,"192 (C)(3)",PC,"DUI:VEHICLE MANSLAUGHTER W/O GRO",F,3,23250
09153,"192 (C)(4)",PC,"DUI:VEH MANSLAUGHTER W/O GROSS",F,3,37500
09182,"192 (C)(4)",PC,"VEHICULAR MANSLAUGHTER:CAUSE AC",F,3,4200
09011,"192.1",PC,"VOLUNTARY MANSLAUGHTER (AMENDE",F,2,4700
09012,"192.2",PC,"INVOLUNTARY MANSLAUGHTER (AMEN",F,2,15200
09013,"192.3",PC,"MANSLAUGHTER-VEHICLE (AMENDED)",F,3,11100
09133,"192.3",PC,"MANSLAUGHTER-VEHICLE (AMENDED)",M,29,89300
09014,"192.3 (A)",PC,"VEHICLE MANSLAUGHTER W/GROSS NE",F,3,11100
09015,"192.3 (B)",PC,"VEHICLE MANSLAUGHTER W/O GROSS N",M,29,89300
09136,"192.3 (C)",PC,"DUI VEHICLE MANSLAUGHTER W/GROS",F,3,4300
09137,"192.3 (D)",PC,"DUI VEHICLE MANSLAUGHTER W/O GRO",F,3,37500
09159,"192.5",PC,"VEHICULAR MANSLAUGHTER WITH VESS",M,29,89300
09160,"192.5",PC,"VEHICLE MANSLAUGHTER WITH VESSEL",F,3,11100
09177,"192.5 (A)",PC,"VEHICLE MANSLAUGHTER WITH VESSEL",F,3,4200
09202,"192.5 (B)",PC,"VEHICULAR MANSLAUGHTER WITH VESS",F,3,23250
09178,"192.5 (B)",PC,"VEHICULAR MANSLAUGHTER WITH VESS",M,29,89300
09179,"192.5 (C)",PC,"VEH MANSLAUGHTER W/VESSEL:UND A",F,3,23250
09203,"192.5 (C)",PC,"VEHICULAR MANSLAUGHTER WITH VESS",F,3,11100
09204,"192.5 (C)",PC,"VEHICULAR MANSLAUGHTER WITH VESS",M,29,89300
09205,"192.5 (D)",PC,"VEHICULAR MANSLAUGHTER OPERATE V",M,29,89300
09016,"193",PC,"MANSLAUGHTER",F,2,15200
09138,"193 (A)",PC,"VOLUNTARY MANSLAUGHTER",F,2,4700
09139,"193 (B)",PC,"INVOLUNTARY MANSLAUGHTER",F,2,15200
09140,"193 (C)",PC,"VEHICLE MANSLAUGHTER",F,3,11100
09141,"193 (C)",PC,"VEHICLE MANSLAUGHTER",M,29,89300
09142,"193 (C)(1)",PC,"VEHICLE MANSLAUGHTER W/GROSS NE",F,3,11100
09143,"193 (C)(2)",PC,"VEHICLE MANSLAUGHTER W/O GROSS N",M,29,89300
09162,"193 (C)(3)",PC,"DUI VEHICLE MANSLAUGHTER W/O GRO",F,3,23250
09144,"193 (C)(3)",PC,"DUI VEHICLE MANSLAUGHTER W/GROS",F,3,4300
09145,"193 (C)(4)",PC,"DUI VEHICLE MANSLAUGHTER W/O GRO",F,3,37500
13005,"203",PC,"MAYHEM",F,6,10900
13006,"204",PC,"MAYHEM",F,6,11000
13129,"205",PC,"AGGRAVATED MAYHEM",F,6,1900
13142,"206",PC,"TORTURE",F,6,1910
10004,"207",PC,"KIDNAPPING",F,7,7000
10016,"207 (A)",PC,"KIDNAPPING",F,7,7000
10017,"207 (B)",PC,"KIDNAP CHILD UND 14 YEARS TO COMM",F,7,2700
10019,"207 (C)",PC,"KIDNAPPING:FORCE/ETC: TAKE OUT OF",F,7,7000
10022,"207 (D)",PC,"KIDNAP BY FORCE/FRAUD:BRING/ETC W",F,7,7000
10005,"208",PC,"KIDNAPPING",F,7,7000
10021,"208 (B)",PC,"KIDNAPPING CHILD UNDER 14 YEARS OL",F,7,2800
10020,"208 (D)",PC,"KIDNAPPING PERSON UNDER 14 W/INT",F,7,2800
10023,"208 (D)",PC,"KIDNAPPING PERSON W/INTENT TO CO",F,7,2800
10006,"209",PC,"KIDNAPPING FOR RANSOM",F,7,2000
10014,"209",PC,"KIDNAPPING FOR RANSOM/ETC OR ROB",F,7,2000
10011,"209 (A)",PC,"KIDNAPPING FOR RANSOM",F,7,2000
10012,"209 (B)",PC,"KIDNAPPING TO COMMIT ROBBERY (AM",F,7,2000
10025,"209 (B)(1)",PC,"KIDNAP TO COMMIT ROBBERY/RAPE/28",F,7,2000
10024,"209.5 (A)",PC,"KIDNAPPING DURING COMMISSION OF",F,7,2020
10026,"209.5 (B)",PC,"KIDNAP VICTIM MOVED FROM CARJACK",F,7,2020
21004,"210",PC,"POSE AS KIDNAPPER TO EXTORT",F,7,18400
56023,"210.5",PC,"FALSE IMPRISONMENT:USE FOR PROTEC",F,25,7100
12017,"211",PC,"ROBBERY:FIRST DEGREE",F,5,8900
12018,"211",PC,"ROBBERY:SECOND DEGREE",F,5,14400
12019,"211",PC,"ARMED ROBBERY",F,5,14400
12020,"211",PC,"STRONG ARM ROBBERY",F,5,14400
12004,"211",PC,"ROBBERY",F,5,8900
12025,"211 A",PC,"ROBBERY (AMENDED 1976-REPEALED 1",F,5,14400
12023,"211 A",PC,"ROBBERY OF COMMON CARRIER (REPEA",F,5,8800
12006,"211 A",PC,"ROBBERY:SECOND DEGREE (AMENDED",F,5,14400
12005,"211 A",PC,"ROBBERY:FIRST DEGREE (AMENDED 197",F,5,14400
12007,"212",PC,"FEAR AS AN ELEMENT IN ROBBERY",F,5,14400
26252,"212",LC,"NONNEGOTIABLE PAYMENT OF WAGES",M,60,167700
26048,"212 (A)",LC,"NONNEGOTIABLE PAYMENT OF WAGES",M,60,167700
12032,"212.5",PC,"ROBBERY",F,5,8900
12030,"212.5 (A)",PC,"ROBBERY:FIRST DEGREE:CAB/ETC/INHA",F,5,8900
12035,"212.5 (B)",PC,"ROBBERY:FIRST DEGREE AT AUTOMATE",F,5,8900
12031,"212.5 (B)",PC,"ROBBERY:SECOND DEGREE (AMENDED)",F,5,14400
12036,"212.5 (C)",PC,"ROBBERY:SECOND DEGREE",F,5,14400
12008,"213",PC,"ROBBERY",F,5,8900
50118,"213",WI,"CONTEMPT OF COURT:JUVENILE/ETC",M,60,96415
12039,"213 (A)(1)(A)",PC,"ROBBERY 1ST DEGREE:INHABITED DWEL",F,5,4790
12033,"213 (A)(2)",PC,"ROBBERY:SECOND DEGREE",F,5,14400
12034,"213 (B)",PC,"ATTEMPTED ROBBERY (AMENDED)",F,5,23500
12037,"213 (B)",PC,"ATTEMPTED ROBBERY:SECOND DEGREE",F,5,23500
12009,"213.1",PC,"ROBBERY:FIRST DEGREE (AMENDED)",F,5,14400
12010,"213.2",PC,"ROBBERY:SECOND DEGREE (AMENDED)",F,5,14400
12029,"213.5",PC,"ROBBERY IN AN INHABITED HOUSE/TRA",F,5,8900
12011,"214",PC,"TRAIN ROBBERY",F,5,23600
50127,"214",WI,"FAIL TO APPEAR IN JUVENILE COURT/ET",M,59,167170
23156,"215",PC,"CARJACKING",F,5,6850
23131,"215 (A)",PC,"CARJACKING",F,5,6850
13007,"216",PC,"GIVE POISON W/INTENT TO KILL (REPEA",F,6,11300
26049,"216 (A)",LC,"REFUSE TO PAY WAGES DUE",M,60,167500
13008,"217",PC,"ASSAULT W/INTENT TO MURDER (REPEA",F,6,11200
13009,"217.1",PC,"ATTEMPT TO KILL/ASSAULT EXECUTIVE/",F,6,6900
13109,"217.1 (A)",PC,"ASSAULT PUBLIC OFFICIAL",F,6,37900
13110,"217.1 (B)",PC,"ATTEMPT MURDER AGAINST PUBLIC OF",F,6,2400
13010,"218",PC,"ATTEMPT TRAIN WRECKING",F,6,1600
13215,"218.1",PC,"OBSTRUCT/DAMAGE/DERAILING OF PAS",M,30,90700
13214,"218.1",PC,"OBSTRUCTION/DAMAGE/DERAILING OF",F,6,22700
13011,"219",PC,"TRAIN WRECKING",F,6,1500
13012,"219.1",PC,"THROW OBJECT AT COMMON CARRIER",F,6,12800
13119,"219.2",PC,"THROW/SHOOT OBJECT AT TRAIN/ETC",M,30,90700
13013,"219.2",PC,"THROW OBJECT AT TRAIN/ETC",F,6,42000
13014,"219.3",PC,"THROW OBJECT FROM TOLL BRIDGE",M,30,103600
23004,"220",PC,"ASSAULT TO COMMIT GRAND LARCENY",F,6,39100
11030,"220",PC,"ASSAULT TO COMMIT MAYHEM/RAPE/E",F,4,11800
11068,"220",PC,"ASSAULT TO COMMIT RAPE IN CONCERT",F,4,12200
11004,"220",PC,"ASSAULT TO COMMIT RAPE",F,4,11800
11095,"220",PC,"ASSAULT WITH INTENT TO COMMIT RAP",F,4,11800
13113,"220",PC,"ASSAULT TO PENETRATE W/FOREIGN O",F,18,12000
13112,"220",PC,"ASSAULT TO COMMIT LEWD OR LASCIV",F,16,11900
13111,"220",PC,"ASSAULT TO COMMIT ORAL COPULATIO",F,18,12100
11065,"220",PC,"ASSAULT TO COMMIT LEWD OR LASCIV",F,16,11900
13015,"220",PC,"ASSAULT TO COMMIT RAPE/ROBBERY/E",F,4,11800
11064,"220",PC,"ASSAULT TO COMMIT ORAL COPULATIO",F,4,12100
11063,"220",PC,"ASSAULT TO PENETRATE W/FOREIGN O",F,4,12000
12012,"220",PC,"ASSAULT TO COMMIT ROBBERY (ROBBE",F,5,38000
13016,"220",PC,"ASSAULT TO COMMIT MAYHEM",F,6,12300
11005,"220",PC,"ASSAULT TO COMMIT SODOMY",F,4,12400
11091,"220 (A)",PC,"ASSAULT WITH INTENT TO RAPE (AMEN",F,4,11800
11096,"220 (A)(1)",PC,"ASSAULT:WITH INTENT TO RAPE",F,4,11800
11106,"220 (A)(2)",PC,"ASSAULT:UNDER 18 YRS WITH INTENT T",F,4,3300
11092,"220 (B)",PC,"ASSAULT WITH INTENT TO RAPE IN COM",F,4,1760
11024,"220/261",PC,"ASSAULT TO COMMIT RAPE",F,4,11800
11045,"220/261(2)",PC,"ASSAULT TO COMMIT RAPE BY FORCE/F",F,4,11800
11047,"220/264.1",PC,"ASSAULT TO RAPE IN CONCERT W/FORC",F,4,12200
13017,"221",PC,"ASSAULT TO COMMIT OTHER FELONY (R",F,6,39000
13018,"222",PC,"GIVE DRUGS TO AID IN FELONY",F,6,24202
13019,"225",PC,"DUEL (REPEALED)",F,25,77000
66133,"225.5 (A)",SH,"VEND/ETC AT HIGHWAY VISTA POINT/ET",M,60,162400
13020,"226",PC,"DUEL WHEN DEATH ENSUES (REPEALED",F,25,21400
31142,"226 (A)",LC,"FAIL TO FURNISH WAGE/ETC STATEMEN",M,60,101125
13021,"227",PC,"DUEL (REPEALED)",F,25,76900
13022,"229",PC,"POSTING FOR NOT FIGHTING DUEL (REP",M,60,143700
13023,"231",PC,"LEAVE STATE TO DUEL (REPEALED)",F,25,77100
56030,"236",PC,"FALSE IMPRISIONMENT:ELDER/DEPEND",F,25,33400
56008,"236",PC,"FALSE IMPRISONMENT",M,60,96800
56016,"236",PC,"FALSE IMPRISONMENT",F,25,33400
56020,"236",PC,"FALSE IMPRISONMENT W/VIOLENCE/ET",F,25,33400
56037,"236.1 (A)",PC,"HUMAN TRAFFICKING TO OBTAIN FORC",F,25,10750
56040,"236.1 (B)",PC,"HUMAN TRAFFICKING:DEPRIVE PERSON",F,25,2495
56038,"236.1 (C)",PC,"HUMAN TRAFFICKING OF VICTIM UNDE",F,25,4650
56017,"236/237",PC,"FALSE IMPRISONMENT",F,25,33400
56018,"236/237",PC,"FALSE IMPRISONMENT",M,60,96800
56019,"237",PC,"FALSE IMPRISONMENT W/VIOLENCE/ET",F,25,33400
56009,"237",PC,"FALSE IMPRISONMENT",M,60,96800
56015,"237",PC,"FALSE IMPRISONMENT",F,25,33400
56027,"237 (A)",PC,"FALSE IMPRISONMENT WITH VIOLENCE/",F,25,33400
56028,"237 (A)",PC,"FALSE IMPRISONMENT",M,60,96800
56029,"237 (B)",PC,"FALSE IMPRISIONMENT:ELDER/DEPEND",F,25,21200
13043,"240",PC,"ASSAULT",M,30,102600
13076,"240",PC,"ASSAULT PEACE OFFICER/EMERGENCY P",M,30,90200
13044,"240",PC,"ASSAULT PEACE OFFICER/FIREMAN (AM",F,6,41300
13046,"240",PC,"SIMPLE ASSAULT",M,30,102600
13047,"240",PC,"ASSAULT ON PERSON",M,30,102600
13058,"240/241",PC,"ASSAULT ON PEACE OFFICER/EMERGEN",F,6,41300
13078,"240/241",PC,"ASSAULT ON PEACE OFFICER/EMERGEN",M,30,90200
13039,"240/242",PC,"ASSAULT AND BATTERY",M,30,102600
13125,"241",PC,"ASSAULT ON PERSON",M,30,102600
13090,"241",PC,"ASSAULT PEACE OFFICER",M,30,90200
13026,"241",PC,"ASSAULT ON PEACE OFFICER/FIREMAN",F,6,41300
13086,"241 (A)",PC,"ASSAULT ON PERSON",M,30,102600
13075,"241 (B)",PC,"ASSAULT ON PEACE OFFICER/EMERGEN",M,30,102600
13207,"241 (C)",PC,"ASSAULT ON PEACE OFFICER/FIREFIGHT",M,30,90200
13194,"241.1",PC,"ASSAULT ON CUSTODIAL OFFICER",M,30,90200
13101,"241.1",PC,"ASSAULT ON CUSTODIAL OFFICER",F,6,41200
13121,"241.2 (A)",PC,"ASSAULT ON PERSON ON SCHOOL PROP",M,30,90500
13158,"241.2 (A)",PC,"ASSAULT ON PERSON ON SCHOOL OR PA",M,30,90500
13165,"241.3",PC,"ASSAULT ON TRANSPORTATION PERSON",M,30,90600
13114,"241.3",PC,"ASSAULT ON TRANSPORTATION PERSON",M,30,90600
13171,"241.3 (A)",PC,"ASSAULT ANY PERSON ON PUBLIC TRAN",M,30,90600
13118,"241.4",PC,"ASSAULT ON SCHOOL DISTRICT PEACE O",F,6,41000
13199,"241.4",PC,"ASSAULT ON SCHOOL DISTRICT PEACE O",M,30,90200
13208,"241.5 (A)",PC,"ASSAULT ON HIGHWAY WORKER",M,30,90500
13146,"241.6",PC,"ASSAULT ON SCHOOL EMPLOYEE",M,30,90500
13159,"241.7",PC,"ASSAULT ON JURORS",F,6,41250
13077,"241/243",PC,"ASSAULT/BATTERY ON PEACE OFFICER/",M,30,90200
13057,"241/243",PC,"ASSAULT/BATTERY P. O./EMERGENCY P",F,6,41400
13184,"242",PC,"BATTERY AGAINST PEACE OFFICER",F,6,38300
13176,"242",PC,"BATTERY",F,6,38300
13162,"242",PC,"BATTERY ON NONCOHABITATING FORM",M,30,89800
13045,"242",PC,"BATTERY",M,30,102700
13079,"242",PC,"BATTERY ON PEACE OFFICER/EMERGEN",M,30,89800
13183,"242",PC,"BATTERY EMERGENCY PERSON/ETC",F,6,38300
13161,"242",PC,"BATTERY WITH SERIOUS BODILY INJURY",F,6,22500
13085,"242",PC,"BATTERY ON PEACE OFFICER/EMERGEN",F,6,38300
13173,"242",PC,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",M,30,89800
13048,"242",PC,"BATTERY ON PERSON",M,30,102700
13179,"242",PC,"BATTERY WITH SERIOUS BODILY INJURY",M,30,102700
13099,"242/243",PC,"BATTERY",M,30,102700
13087,"242/243",PC,"BATTERY ON PEACE OFFICER/EMERGEN",F,6,38300
13080,"242/243",PC,"BATTERY ON PEACE OFFICER/EMERGEN",M,30,89800
13059,"242/243",PC,"BATTERY ON PEACE OFFICER/EMERGEN",F,6,38900
13092,"242/243 (A)",PC,"BATTERY",M,30,102700
13093,"242/243 (B)",PC,"BATTERY ON PEACE OFFICER/EMERGEN",M,30,89800
13102,"242/243 (C)",PC,"BATTERY ON PEACE OFFICER/EMERGEN",F,6,38300
13100,"242/243 (D)",PC,"BATTERY W/SERIOUS BODILY INJURY",F,6,22500
13098,"242/243.1",PC,"BATTERY ON CUSTODIAL OFFICER",F,6,25200
13028,"243",PC,"BATTERY ON PEACE OFFICER/FIREMAN",F,6,38300
13049,"243",PC,"BATTERY ON CITIZEN WITH GREAT BODI",F,6,22500
13064,"243",PC,"BATTERY (AMENDED)",F,6,38300
13089,"243",PC,"BATTERY ON PEACE OFFICER/EMERGEN",M,30,89800
13065,"243",PC,"BATTERY (AMENDED)",M,30,102700
13091,"243",PC,"BATTERY W/SERIOUS BODILY INJURY (A",F,6,22500
13088,"243",PC,"BATTERY ON PEACE OFFICER W/INJURY",F,6,38300
13082,"243 (A)",PC,"BATTERY ON PERSON",M,30,102700
13081,"243 (B)",PC,"BATTERY ON PEACE OFFICER/EMERGEN",M,30,89800
13083,"243 (C)",PC,"BATTERY ON PEACE OFFICER/EMERGEN",F,6,38300
13181,"243 (C)(1)",PC,"BATTERY AGAINST EMERGENCY PERSON",F,6,38300
13195,"243 (C)(1)",PC,"BATTERY AGAINST EMERGENCY PERSON",M,30,89800
13200,"243 (C)(2)",PC,"BATTERY AGAINST POLICE OFFICER",M,30,89800
13182,"243 (C)(2)",PC,"BATTERY AGAINST POLICE OFFICER",F,6,38300
13180,"243 (D)",PC,"BATTERY WITH SERIOUS BODILY INJURY",M,30,89800
13084,"243 (D)",PC,"BATTERY W/SERIOUS BODILY INJURY",F,6,22500
13137,"243 (E)",PC,"BATTERY ON NONCOHABITATING FORM",M,30,89800
13174,"243 (E)(1)",PC,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",M,30,89800
13157,"243 (E)(1)",PC,"BATTERY ON NONCOHABITATING FORM",M,30,89800
13061,"243.1",PC,"BATTERY ON CUSTODIAL OFFICER",F,6,25200
13222,"243.10 (A)",PC,"BATTERY AGAINST MEMBER OF UNITED",M,30,89800
13062,"243.2",PC,"BATTERY ON DOJ PEACE OFFICER (REPEA",F,6,38800
13107,"243.2",PC,"BATTERY ON PERSON ON SCHOOL PROP",M,30,89800
13115,"243.2 (A)",PC,"BATTERY ON PERSON ON SCHOOL PROP",M,30,89800
13152,"243.2 (A)",PC,"BATTERY ON PERSON ON PROPERTY OF",M,30,89800
13198,"243.2 (A)(1)",PC,"BATTERY ON PERSON ON SCHOOL/HOSP",M,30,89800
13203,"243.25",PC,"BATTERY OF ELDER OR DEPENDENT ADU",M,30,89800
13108,"243.3",PC,"BATTERY ON TRANSPORTATION PERSON",M,30,90000
13166,"243.3",PC,"BATTERY ON TRANSPORTATION PERSON",M,30,90000
13167,"243.3",PC,"BATTERY W/INJURY ON TRANSPORTATIO",F,6,38200
13122,"243.3",PC,"BATTERY WITH INJURY:TRANSPORTATIO",F,6,38200
13172,"243.35 (A)",PC,"BATTERY ON ANY PERSON ON PUBLIC T",M,30,90000
13072,"243.4",PC,"BATTERY/SCHOOL PEACE OFFICER (REPE",F,6,38700
11043,"243.4",PC,"SEXUAL BATTERY (AMENDED)",F,18,21600
11093,"243.4",PC,"SEXUAL BATTERY",M,62,94600
13063,"243.4",PC,"BATTERY/FEDERAL PEACE OFFICER (REP",F,6,38700
11073,"243.4 (A)",PC,"SEXUAL BATTERY",M,62,94600
11049,"243.4 (A)",PC,"SEXUAL BATTERY",F,18,21600
11094,"243.4 (B)",PC,"SEXUAL BATTERY ON MEDICALLY INSTIT",M,62,94600
11051,"243.4 (B)",PC,"SEXUAL BATTERY ON MEDICALLY INSTIT",F,18,21600
11082,"243.4 (C)",PC,"SEXUAL BATTERY INVOLVING UNCONSC",M,62,94600
11081,"243.4 (C)",PC,"SEXUAL BATTERY INVOLVING UNCONSC",F,18,21600
11052,"243.4 (C)",PC,"SEXUAL BATTERY INVOLVING RESTRAIN",F,18,21600
11078,"243.4 (C)",PC,"SEXUAL BATTERY INVOLVING RESTRAIN",M,62,94600
11053,"243.4 (D)",PC,"SEXUAL BATTERY FOR THE PURPOSE OF",M,62,102700
11083,"243.4 (D)",PC,"SEXUAL BATTERY FOR THE PURPOSE OF",F,18,21600
11061,"243.4 (D)(1)",PC,"TOUCH PERSON INTIMATELY AGAINST W",M,62,102700
11084,"243.4 (E)(1)",PC,"TOUCH PERSON INTIMATELY AGAINST W",M,62,102700
11090,"243.4 (J)",PC,"SEXUAL BATTERY WITH PRIOR FELONY C",F,18,21600
13103,"243.5",PC,"ASSAULT OR BATTERY ON SCHOOL PROP",M,30,90100
13104,"243.5",PC,"ASSAULT OR BATTERY ON SCHOOL PROP",F,6,38100
13144,"243.5 (A)",PC,"ASSAULT OR BATTERY ON SCHOOL PROP",M,30,90100
13154,"243.5 (A)(1)",PC,"ASSAULT OR BATTERY ON SCHOOL PROP",M,30,90100
13204,"243.5 (A)(2)",PC,"ASSAULT/BATTERY:PEACE OFFICER ARR",M,30,90100
13136,"243.6",PC,"BATTERY ON SCHOOL EMPLOYEE W/INJ",F,6,38300
13135,"243.6",PC,"BATTERY ON SCHOOL EMPLOYEE",M,30,89800
13120,"243.6",PC,"ASSAULT OR BATTERY ON PROCESS SERV",M,30,90400
13209,"243.65 (A)",PC,"BATTERY ON HIGHWAY WORKER",M,30,89800
13170,"243.7",PC,"BATTERY AGAINST JURORS/ETC",F,6,38315
13149,"243.8",PC,"BATTERY AGAINST SPORTS OFFICIAL",M,30,90010
13168,"243.8 (A)",PC,"BATTERY AGAINST SPORTS OFFICIAL",M,30,90010
13191,"243.9 (A)",PC,"BATTERY BY GASSING OF PO/DETENTIO",M,30,102700
13192,"243.9 (A)",PC,"BATTERY BY GASSING OF PO/DETENTIO",F,6,15600
13029,"244",PC,"ASSAULT WITH CAUSTIC CHEMICAL/ETC",F,6,16000
13124,"244.5",PC,"ASSAULT WITH STUN GUN/TASER (AME",M,30,90700
13126,"244.5",PC,"ASSAULT WITH STUN GUN/TASER",F,6,39300
13123,"244.5 (B)",PC,"ASSAULT WITH STUN GUN/TASER",M,30,90700
13127,"244.5 (B)",PC,"ASSAULT WITH STUN GUN/TASER",F,6,39300
13210,"244.5 (B)",PC,"ASSAULT WITH STUN GUN OR LESS LETH",F,6,39300
13211,"244.5 (B)",PC,"ASSAULT WITH STUN GUN OR LESS LETH",M,30,90700
13212,"244.5 (C)",PC,"ASSAULT PEACE OFCR/FIREMAN W/STU",F,6,22250
13145,"244.5 (C)",PC,"ASSAULT PEACE OFFICER/FIREMAN WIT",F,6,22250
13213,"244.5 (C)",PC,"ASSAULT PEACE OFCR/FIREMAN W/STU",M,30,90700
13068,"245",PC,"ADW PEACE OFFICER/FIREARM",F,6,9200
13177,"245",PC,"ASSAULT WITH A DEADLY WEAPON:GRE",F,6,22400
13040,"245",PC,"ASSAULT W/INTENT TO COMMIT BODIL",F,6,22400
